Domain Code,Domain,Area Code (ISO3),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","105.610244","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","109.181083","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","109.181083","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","108.640046","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","109.181083","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","108.748254","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","108.856461","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","109.072875","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","109.181083","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","109.938533","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","110.263155","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","110.912398","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","110.804191","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","113.833993","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","115.565308","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","117.729453","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","119.027939","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","121.083876","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","122.165949","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","123.356228","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","124.330093","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","125.736787","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","127.035273","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","128.766589","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","129.632247","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","132.22922","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","132.337427","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","133.311292","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","133.635914","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","134.501571","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","135.042608","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","135.475436","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","134.717986","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","134.826193","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","136.341094","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","136.449301","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","136.711536","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","137.148593","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","136.798947","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","107.592993","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","107.701127","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","108.025528","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","108.025528","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","107.376726","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","107.917394","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","108.133662","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","107.917394","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","108.349929","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","108.566196","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","108.67433","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","109.323132","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","108.458063","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","108.998731","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","110.188201","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","110.080068","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","110.404469","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","110.945137","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","111.269538","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","111.377671","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","111.91834","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","112.567142","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","113.324077","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","113.972879","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","113.864746","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","115.270483","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","117.649424","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","117.973825","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","118.947028","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","120.569033","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","121.758503","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","121.758503","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","123.813043","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","125.002513","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","125.326914","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","125.543181","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","126.624518","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","127.813988","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","128.46279","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","129.327859","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","129.544127","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","130.192929","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","130.301062","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","130.733597","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","131.274265","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","131.7068","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","132.031201","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","132.571869","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2024","2024","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","132.463735","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2024","2024","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","133.112537","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2024","2024","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","133.761339","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7001","January","6121","Value","%","1.232223","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7002","February","6121","Value","%","1.847616","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7003","March","6121","Value","%","1.871638","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7004","April","6121","Value","%","2.576251","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7005","May","6121","Value","%","1.258569","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7006","June","6121","Value","%","2.883365","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7007","July","6121","Value","%","2.592193","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7008","August","6121","Value","%","2.382529","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7009","September","6121","Value","%","2.970879","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7010","October","6121","Value","%","2.689064","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7011","November","6121","Value","%","2.77586","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2020","2020","23014","Food price inflation","7012","December","6121","Value","%","2.898439","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7001","January","6121","Value","%","-1.114488","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7002","February","6121","Value","%","1.611279","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7003","March","6121","Value","%","1.203611","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7004","April","6121","Value","%","0.199601","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7005","May","6121","Value","%","1.816347","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7006","June","6121","Value","%","0","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7007","July","6121","Value","%","0.099502","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7008","August","6121","Value","%","0.598802","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7009","September","6121","Value","%","0.598205","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7010","October","6121","Value","%","1.094527","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7011","November","6121","Value","%","1.595214","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2021","2021","23014","Food price inflation","7012","December","6121","Value","%","1.686508","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7001","January","6121","Value","%","4.918033","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7002","February","6121","Value","%","4.261645","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7003","March","6121","Value","%","5.847374","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7004","April","6121","Value","%","8.366534","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7005","May","6121","Value","%","9.018831","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7006","June","6121","Value","%","11.343284","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7007","July","6121","Value","%","12.22664","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7008","August","6121","Value","%","13.095238","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7009","September","6121","Value","%","13.875124","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7010","October","6121","Value","%","14.370079","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7011","November","6121","Value","%","15.210991","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2022","2022","23014","Food price inflation","7012","December","6121","Value","%","16.097561","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7001","January","6121","Value","%","16.992188","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7002","February","6121","Value","%","16.159696","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7003","March","6121","Value","%","14.513109","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7004","April","6121","Value","%","13.235294","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7005","May","6121","Value","%","12.272727","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7006","June","6121","Value","%","11.081323","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7007","July","6121","Value","%","10.540301","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7008","August","6121","Value","%","9.824561","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7009","September","6121","Value","%","8.355091","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7010","October","6121","Value","%","7.228916","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7011","November","6121","Value","%","7.325383","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2023","2023","23014","Food price inflation","7012","December","6121","Value","%","5.966387","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2024","2024","23014","Food price inflation","7001","January","6121","Value","%","5.461056","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2024","2024","23014","Food price inflation","7002","February","6121","Value","%","3.720337","E","Estimated value",""
"CP","Consumer Price Indices","AUT","Austria","2024","2024","23014","Food price inflation","7003","March","6121","Value","%","3.371322","E","Estimated value",""
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","107.647881","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","108.371947","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","109.621706","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","111.337645","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","111.149189","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","110.593741","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","110.821871","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","110.861546","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","109.314226","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","109.621706","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","108.540566","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","108.004955","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","108.986908","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","108.143817","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","108.986908","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","BEL","Belgium","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","110.008536","X","Figure from international organizations","base year is 2015"
