id,id_name,name,type,category,perimeter,has_fence,area_sqm,is_over_100_sqm,is_over_1_000_sqm
1300,1300 - Foret Urbaine Place De La Catalogne,Foret Urbaine Place De La Catalogne,Street Decorations,Planter,,0.0,4102,1,1
1301,1301 - Jardinieres De La Rue De Petrelle,Jardinieres De La Rue De Petrelle,Street Decorations,Planter,,0.0,104,1,0
1302,1302 - Jardinieres Rae De La Rue Duranti,Jardinieres Rae De La Rue Duranti,Street Decorations,Planter,,0.0,507,1,0
1303,1303 - Jardinieres Vga De La Rue Du General Niox,Jardinieres Vga De La Rue Du General Niox,Street Decorations,Planter,,0.0,554,1,0
1304,1304 - Jardinieres Du Commissariat Central Du 5Eme,Jardinieres Du Commissariat Central Du 5Eme,Street Decorations,Planter,87,0.0,106,1,0
1305,1305 - Jardins Rosa Luxemburg,Jardins Rosa Luxemburg,Open Promenades,Garden,656,1.0,7962,1,1
1306,1306 - Jardinieres Evq  43-51 Rue Polonceau,Jardinieres Evq  43-51 Rue Polonceau,Street Decorations,Planter,,0.0,105,1,0
1307,1307 - Jardinieres Evq De La Rue Du Pere Teilhard De Chardin,Jardinieres Evq De La Rue Du Pere Teilhard De Chardin,Street Decorations,Planter,,0.0,12,0,0
1308,1308 - Jardiniere Verticale Du 9 Rue De Mazagran,Jardiniere Verticale Du 9 Rue De Mazagran,Green Walls,Green Walls,16,0.0,3,0,0
1309,1309 - Jardinieres Quai De  La Rappe Angle Boulevard Bastille,Jardinieres Quai De  La Rappe Angle Boulevard Bastille,Street Decorations,Planter,,0.0,538,1,0
1310,1310 - Square Rue Des Perichaux,Square Rue Des Perichaux,Open Promenades,Public Garden,531,1.0,5083,1,1
1311,1311 - Jardiniere Angle Des Rues Kuss - Brillat-Savarin,Jardiniere Angle Des Rues Kuss - Brillat-Savarin,Street Decorations,Planter,52,0.0,192,1,0
1312,1312 - Jardin Partage De La Rue Du Maroc,Jardin Partage De La Rue Du Maroc,"Temporary, Shared, Educational Spaces",Shared Garden,101,1.0,457,1,0
1313,1313 - Jardiniere De La Place De L'Escadrille Normandie-Niemen,Jardiniere De La Place De L'Escadrille Normandie-Niemen,Street Decorations,Planter,44,0.0,92,0,0
1314,1314 - Jardinieres De La Place Francoise Dorin,Jardinieres De La Place Francoise Dorin,Street Decorations,Planter,,0.0,54,0,0
1315,1315 - Jardiniere De La Rue Du Prevot,Jardiniere De La Rue Du Prevot,Street Decorations,Planter,8,0.0,3,0,0
1316,1316 - Stade Paul Faber,Stade Paul Faber,Sports Facilities,Green Space,1315,1.0,2085,1,1
1317,1317 - 31-07,31-07,Ring Road,Slope,437,0.0,1375,1,1
1318,1318 - Jardinieres Evq De La Placette Montenotte,Jardinieres Evq De La Placette Montenotte,Street Decorations,Planter,,0.0,42,0,0
1319,1319 - 23-01,23-01,Ring Road,Slope,245,0.0,740,1,0
1320,1320 - Jardin Partage Le Moissonneur Des Lilas,Jardin Partage Le Moissonneur Des Lilas,"Temporary, Shared, Educational Spaces",Shared Garden,105,1.0,234,1,0
1321,1321 - Jardiniere Verticale Du 40 Rue De Lyon,Jardiniere Verticale Du 40 Rue De Lyon,Green Walls,Green Walls,9,0.0,1,0,0
1322,1322 - Jardiniere De La Rue De Lagny,Jardiniere De La Rue De Lagny,Street Decorations,Planter,,0.0,202,1,0
1323,1323 - Cimetiere Saint-Vincent,Cimetiere Saint-Vincent,Cemeteries,Graveyard,366,1.0,6415,1,1
1324,1324 - 24-07,24-07,Ring Road,Slope,879,0.0,5416,1,1
1325,1325 - Jardiniere Verticale Du Square De La Rue Burq,Jardiniere Verticale Du Square De La Rue Burq,Green Walls,Green Walls,,0.0,28,0,0
1326,1326 - Jardiniere Verticale Du Square De La Rue Charles Hermite 2,Jardiniere Verticale Du Square De La Rue Charles Hermite 2,Green Walls,Green Walls,,0.0,31,0,0
1327,1327 - Plates Bandes De L'Eglise Saint-Nicolas Du Chardonnet,Plates Bandes De L'Eglise Saint-Nicolas Du Chardonnet,Decorative Gardens,Flower Bed,89,1.0,156,1,0
1328,1328 - Jardinet De La Rue Cail,Jardinet De La Rue Cail,Decorative Gardens,Small Garden,19,1.0,23,0,0
1329,1329 - Jardin De L Eglise Saint Germain De Charonne,Jardin De L Eglise Saint Germain De Charonne,Open Promenades,Garden,64,1.0,197,1,0
1330,1330 - Talus De La Rue Des Couronnes,Talus De La Rue Des Couronnes,Decorative Gardens,Slope,320,1.0,1511,1,1
1331,1331 - Jardinet De La Place De Fontenoy,Jardinet De La Place De Fontenoy,Decorative Gardens,Small Garden,248,0.0,1977,1,1
1332,1332 - Decoration De La Rue Baudricourt,Decoration De La Rue Baudricourt,Street Decorations,Decoration,64,0.0,252,1,0
1333,1333 - Jardinieres Du Parvis De La Place Raoul Dautry,Jardinieres Du Parvis De La Place Raoul Dautry,Street Decorations,Planter,313,0.0,1312,1,1
1334,1334 - Square Paul Gilot,Square Paul Gilot,Open Promenades,Public Garden,161,1.0,877,1,0
1335,1335 - Jardin D'Immeubles Grenade,Jardin D'Immeubles Grenade,Open Promenades,Building Garden,625,0.0,6593,1,1
1336,1336 - Jardinieres De La Place Constantin Brancusi,Jardinieres De La Place Constantin Brancusi,Street Decorations,Planter,,0.0,112,1,0
1337,1337 - Jardiniere Verticale Du 1 Rue De Galliera,Jardiniere Verticale Du 1 Rue De Galliera,Green Walls,Green Walls,19,0.0,2,0,0
1338,1338 - Square Des Gres,Square Des Gres,Open Promenades,Public Garden,184,1.0,1894,1,1
1339,1339 - Square De L'Eglise Notre-Dame De La Croix,Square De L'Eglise Notre-Dame De La Croix,Open Promenades,Public Garden,148,1.0,785,1,0
1340,1340 - 35-21,35-21,Ring Road,Slope,214,0.0,576,1,0
1341,1341 - Jardinieres De L'Avenue De La Porte De Vincennes (20Eme),Jardinieres De L'Avenue De La Porte De Vincennes (20Eme),Street Decorations,Planter,930,0.0,1984,1,1
1342,1342 - 09-13,09-13,Ring Road,Slope,165,0.0,649,1,0
1343,1343 - Square Rejane,Square Rejane,Open Promenades,Public Garden,253,1.0,3698,1,1
1344,1344 - Jardin De L'Hotel Sale - Leonor Fini,Jardin De L'Hotel Sale - Leonor Fini,Open Promenades,Garden,150,1.0,1346,1,1
1345,1345 - Promenade De L'Avenue De Breteuil,Promenade De L'Avenue De Breteuil,Open Promenades,Promenade,1392,0.0,10851,1,1
1346,1346 - Square Charles-Victor Langlois,Square Charles-Victor Langlois,Open Promenades,Public Garden,163,1.0,1161,1,1
1347,1347 - Jardinieres De La Place De La Porte De Bagnolet,Jardinieres De La Place De La Porte De Bagnolet,Street Decorations,Planter,106,0.0,178,1,0
1348,1348 - Promenade Richard Lenoir Square May Picqueray,Promenade Richard Lenoir Square May Picqueray,Open Promenades,Promenade,357,1.0,2866,1,1
1349,1349 - Coulee Verte Rene Dumont - Promenade Du Viaduc Des Arts,Coulee Verte Rene Dumont - Promenade Du Viaduc Des Arts,Open Promenades,Promenade,2723,1.0,14945,1,1
1350,1350 - Square Des Chamaillards,Square Des Chamaillards,Open Promenades,Public Garden,215,1.0,2830,1,1
1351,1351 - Jardinieres Angle Des Rues De Tolbiac - Baudricourt,Jardinieres Angle Des Rues De Tolbiac - Baudricourt,Street Decorations,Planter,80,0.0,58,0,0
1352,1352 - Jardinet Rue De Gergovie,Jardinet Rue De Gergovie,Decorative Gardens,Small Garden,57,1.0,89,0,0
1353,1353 - 22-01,22-01,Ring Road,Slope,626,0.0,1070,1,1
1354,1354 - Jardiniere De L'Ancienne Fontaine Saint Merri,Jardiniere De L'Ancienne Fontaine Saint Merri,Street Decorations,Planter,43,0.0,282,1,0
1355,1355 - Cimetiere De L'Est Parisien Dit Du Pere Lachaise,Cimetiere De L'Est Parisien Dit Du Pere Lachaise,Cemeteries,Graveyard,2810,1.0,431577,1,1
1356,1356 - Jardinieres De La Place De Clichy,Jardinieres De La Place De Clichy,Street Decorations,Planter,54,0.0,84,0,0
1357,1357 - Jardinieres De La Rue Dunois,Jardinieres De La Rue Dunois,Street Decorations,Planter,79,0.0,64,0,0
1358,1358 - Jardinets Angle Des Rues Des Petits Carreaux - Aboukir,Jardinets Angle Des Rues Des Petits Carreaux - Aboukir,Decorative Gardens,Small Garden,72,1.0,118,1,0
1359,1359 - Square Carlo Sarrabezolles,Square Carlo Sarrabezolles,Open Promenades,Public Garden,622,1.0,13060,1,1
1360,1360 - Jardin Partage La Petite Aligresse,Jardin Partage La Petite Aligresse,"Temporary, Shared, Educational Spaces",Shared Garden,62,1.0,231,1,0
1361,1361 - Jardiniere Verticale Du 12 Rue Fondary,Jardiniere Verticale Du 12 Rue Fondary,Green Walls,Green Walls,39,0.0,7,0,0
1362,1362 - 22-03,22-03,Ring Road,Slope,654,0.0,2117,1,1
1363,1363 - Promenade Bernard Lafay - A4,Promenade Bernard Lafay - A4,Open Promenades,Promenade,681,1.0,3909,1,1
1364,1364 - Plate-Bandes De La Route Des Petits Ponts,Plate-Bandes De La Route Des Petits Ponts,Street Decorations,Flower Bed,301,0.0,341,1,0
1365,1365 - 31-02,31-02,Ring Road,Slope,928,0.0,4457,1,1
1366,1366 - 31-04,31-04,Ring Road,Slope,453,0.0,3182,1,1
1367,1367 - 31-06,31-06,Ring Road,Slope,200,0.0,316,1,0
1368,1368 - 18-06,18-06,Ring Road,Slope,285,0.0,813,1,0
1369,1369 - Jardiniere De L  Avenue De La Porte D Italie Peripherique E71,Jardiniere De L  Avenue De La Porte D Italie Peripherique E71,Street Decorations,Planter,86,0.0,309,1,0
1370,1370 - Jardin Partage Du 3 Passage Des Patriarches,Jardin Partage Du 3 Passage Des Patriarches,"Temporary, Shared, Educational Spaces",Shared Garden,47,1.0,121,1,0
1371,1371 - Jardin Du Champ De Mars Et Pelouses De L'Ecole Militaire,Jardin Du Champ De Mars Et Pelouses De L'Ecole Militaire,Open Promenades,Garden,5538,0.0,196778,1,1
1372,1372 - Square Du Passage Leon,Square Du Passage Leon,Open Promenades,Public Garden,367,1.0,5967,1,1
1373,1373 - Jardin Herold,Jardin Herold,Open Promenades,Garden,313,1.0,2795,1,1
1374,1374 - Decoration De La Place Emile Landrin,Decoration De La Place Emile Landrin,Street Decorations,Decoration,30,0.0,55,0,0
1375,1375 - Square Nicole De Hauteclocque,Square Nicole De Hauteclocque,Open Promenades,Public Garden,340,1.0,5604,1,1
1376,1376 - Jardin Naturel-Pierre Emmanuel,Jardin Naturel-Pierre Emmanuel,Open Promenades,Garden,591,1.0,6282,1,1
1377,1377 - Jardiniere Angle Des Rues Saint-Julien Le Pauvre - Galande,Jardiniere Angle Des Rues Saint-Julien Le Pauvre - Galande,Street Decorations,Planter,21,0.0,5,0,0
1378,1378 - Jardinieres Du Boulevard De Port-Royal (5Eme),Jardinieres Du Boulevard De Port-Royal (5Eme),Street Decorations,Planter,854,0.0,852,1,0
1379,1379 - Decoration Angle Des Rue De Menilmontant - Des Amandiers,Decoration Angle Des Rue De Menilmontant - Des Amandiers,Street Decorations,Decoration,44,0.0,117,1,0
1380,1380 - Cimetiere De Passy,Cimetiere De Passy,Cemeteries,Graveyard,602,1.0,18017,1,1
1381,1381 - Jardinieres De L'Escalier De La Zac De Reuilly,Jardinieres De L'Escalier De La Zac De Reuilly,Street Decorations,Planter,169,0.0,172,1,0
1382,1382 - Jardin D'Isore,Jardin D'Isore,Open Promenades,Garden,37,0.0,87,0,0
1383,1383 - Jardiniere Verticale Du 22 Avenue De Clichy,Jardiniere Verticale Du 22 Avenue De Clichy,Green Walls,Green Walls,44,0.0,18,0,0
1384,1384 - Jardinieres Angle Des Rues Lecourbe - Vasco De Gamma,Jardinieres Angle Des Rues Lecourbe - Vasco De Gamma,Street Decorations,Planter,189,0.0,565,1,0
1385,1385 - Jardin Du Ver Tetu,Jardin Du Ver Tetu,Open Promenades,Garden,334,1.0,4627,1,1
1386,1386 - 23-23,23-23,Ring Road,Slope,834,0.0,3459,1,1
1387,1387 - 17-06,17-06,Ring Road,Slope,630,0.0,3741,1,1
1388,1388 - Jardiniere Verticale Du 6 Rue De Metz,Jardiniere Verticale Du 6 Rue De Metz,Green Walls,Green Walls,17,0.0,3,0,0
1389,1389 - Jardin De L'Observatoire,Jardin De L'Observatoire,Open Promenades,Garden,300,1.0,5400,1,1
1390,1390 - Decoration De La Place Arnault Tzanck,Decoration De La Place Arnault Tzanck,Street Decorations,Decoration,66,0.0,206,1,0
1391,1391 - Jardinieres De La Rue Edouard Lartet,Jardinieres De La Rue Edouard Lartet,Street Decorations,Planter,,0.0,159,1,0
1392,1392 - Jardin Partage Du Tep Valeyre,Jardin Partage Du Tep Valeyre,"Temporary, Shared, Educational Spaces",Shared Garden,,1.0,183,1,0
1393,1393 - Jardin Partage Du Square Frederic Rossif,Jardin Partage Du Square Frederic Rossif,"Temporary, Shared, Educational Spaces",Shared Garden,,1.0,76,0,0
1394,1394 - Jardiniere Verticale Du 53 Rue Pelleport,Jardiniere Verticale Du 53 Rue Pelleport,Green Walls,Green Walls,,0.0,9,0,0
1395,1395 - Jardiniere Verticale Du 90 Rue Vieille Du Temple,Jardiniere Verticale Du 90 Rue Vieille Du Temple,Green Walls,Green Walls,,0.0,7,0,0
1396,1396 - Jardin Partage Du Square De La Roquette,Jardin Partage Du Square De La Roquette,"Temporary, Shared, Educational Spaces",Shared Garden,,1.0,172,1,0
1397,1397 - Jardiniere Verticale Du 7 Rue Paul Lelong,Jardiniere Verticale Du 7 Rue Paul Lelong,Green Walls,Green Walls,,0.0,0,0,0
1398,1398 - Jardinieres De La Rue Belgrand,Jardinieres De La Rue Belgrand,Street Decorations,Planter,,0.0,62,0,0
1399,1399 - Jardinieres De L'Avenue Du Pere Lachaise,Jardinieres De L'Avenue Du Pere Lachaise,Street Decorations,Planter,,0.0,277,1,0
1400,1400 - Jardiniere Verticale Du 31-51 Rue Du Vertbois,Jardiniere Verticale Du 31-51 Rue Du Vertbois,Green Walls,Green Walls,,0.0,2,0,0
1401,1401 - Jardin Partage Du Jardin Herold,Jardin Partage Du Jardin Herold,"Temporary, Shared, Educational Spaces",Shared Garden,389,1.0,752,1,0
1402,1402 - Jardiniere Verticale Du Square Laurent Prache,Jardiniere Verticale Du Square Laurent Prache,Green Walls,Green Walls,,0.0,2,0,0
1403,1403 - Jardiniere Verticale Du Square Francis Lemarque,Jardiniere Verticale Du Square Francis Lemarque,Green Walls,Green Walls,,0.0,38,0,0
1404,1404 - Jardiniere Verticale Du Jardin Herold,Jardiniere Verticale Du Jardin Herold,Green Walls,Green Walls,,0.0,41,0,0
1405,1405 - Jardin Laure Albin Guillot,Jardin Laure Albin Guillot,Open Promenades,Building Garden,1368,0.0,7087,1,1
1406,1406 - Jardinieres Evq De La Rue Boulard,Jardinieres Evq De La Rue Boulard,Street Decorations,Planter,,0.0,174,1,0
1407,1407 - Jardinet De La Rue Des Ursins,Jardinet De La Rue Des Ursins,Decorative Gardens,Small Garden,59,1.0,136,1,0
1408,1408 - Promenade Pc 15 - Balard - Desnouettes - Serres,Promenade Pc 15 - Balard - Desnouettes - Serres,Open Promenades,Promenade,2836,1.0,34868,1,1
1409,1409 - Jardinieres De La Rue Des Barres,Jardinieres De La Rue Des Barres,Street Decorations,Planter,170,0.0,153,1,0
1410,1410 - Jardinieres Rae De La Rue Boutebrie,Jardinieres Rae De La Rue Boutebrie,Street Decorations,Planter,35,0.0,171,1,0
1411,1411 - Jardin De L'Abondance,Jardin De L'Abondance,Open Promenades,Garden,292,1.0,5033,1,1
1412,1412 - Jardiniere Verticale Du Square Saint-Lambert 1,Jardiniere Verticale Du Square Saint-Lambert 1,Green Walls,Green Walls,,0.0,50,0,0
1413,1413 - Jardiniere Verticale Du 2 Rue De La Cloture,Jardiniere Verticale Du 2 Rue De La Cloture,Green Walls,Green Walls,,0.0,41,0,0
1414,1414 - Jardinieres Rae De La Rue Gustave Zede,Jardinieres Rae De La Rue Gustave Zede,Street Decorations,Planter,,0.0,185,1,0
1415,1415 - Jardinieres Evq De La Rue Ternaux,Jardinieres Evq De La Rue Ternaux,Street Decorations,Planter,,0.0,97,0,0
1416,1416 - Jardinieres Rae Rue Chaptal,Jardinieres Rae Rue Chaptal,Street Decorations,Planter,,0.0,87,0,0
1417,1417 - Jardinet De La Rue Legouve,Jardinet De La Rue Legouve,Decorative Gardens,Small Garden,,0.0,37,0,0
1418,1418 - Jardinieres Evq De La Rue Mayran,Jardinieres Evq De La Rue Mayran,Street Decorations,Planter,,0.0,36,0,0
1419,1419 - Jardinieres De La Rue Godot De Mauroy,Jardinieres De La Rue Godot De Mauroy,Street Decorations,Planter,,0.0,359,1,0
1420,1420 - Jardinieres De La Rue De Nice,Jardinieres De La Rue De Nice,Street Decorations,Planter,,0.0,285,1,0
1421,1421 - Jardinieres Rae De La Rue Jean Dolent,Jardinieres Rae De La Rue Jean Dolent,Street Decorations,Planter,,0.0,124,1,0
1422,1422 - Jardinieres Evq De La Rue De Texel,Jardinieres Evq De La Rue De Texel,Street Decorations,Planter,,0.0,188,1,0
1423,1423 - Plate-Bandes Du Boulevard Serurier Espace Canin,Plate-Bandes Du Boulevard Serurier Espace Canin,Open Promenades,Flower Bed,259,1.0,2379,1,1
1424,1424 - Jardinieres Evq De La Rue Rue De La Bonne,Jardinieres Evq De La Rue Rue De La Bonne,Street Decorations,Planter,,0.0,369,1,0
1425,1425 - Jardins De La Porte De Saint Cloud,Jardins De La Porte De Saint Cloud,Open Promenades,Garden,1102,1.0,17113,1,1
1426,1426 - Jardinieres De La Rue Dupetit-Thouars,Jardinieres De La Rue Dupetit-Thouars,Street Decorations,Planter,131,0.0,132,1,0
1427,1427 - Jardinieres Tramway T3 Boulevard Saint Cyr,Jardinieres Tramway T3 Boulevard Saint Cyr,Street Decorations,Planter,,0.0,2549,1,1
1428,1428 - Jardinieres De La Porte Maillot,Jardinieres De La Porte Maillot,Street Decorations,Planter,121,0.0,126,1,0
1429,1429 - Jardinieres De La Rue Mathis,Jardinieres De La Rue Mathis,Street Decorations,Planter,,0.0,130,1,0
1430,1430 - Jardinieres De L'Angle De La Rue Du Cloitre Saint-Merri,Jardinieres De L'Angle De La Rue Du Cloitre Saint-Merri,Street Decorations,Planter,23,0.0,18,0,0
1431,1431 - Jardiniere Verticale Du 1 Rue Rene Ravaud,Jardiniere Verticale Du 1 Rue Rene Ravaud,Green Walls,Green Walls,49,0.0,5,0,0
1432,1432 - 32-04,32-04,Ring Road,Slope,117,0.0,234,1,0
1433,1433 - Jardinieres Angle Boulevard Des Batignolles - Place Prosper Goubaux,Jardinieres Angle Boulevard Des Batignolles - Place Prosper Goubaux,Street Decorations,Planter,50,0.0,53,0,0
1434,1434 - Talus Du Boulevard Kellermann (Tramway T1),Talus Du Boulevard Kellermann (Tramway T1),Street Decorations,Slope,512,0.0,1399,1,1
1435,1435 - Square De La Rue Rene Binet,Square De La Rue Rene Binet,Open Promenades,Public Garden,411,1.0,9599,1,1
1436,1436 - Decoration De L'Avenue Lowendal,Decoration De L'Avenue Lowendal,Street Decorations,Decoration,280,0.0,337,1,0
1437,1437 - Jardiniere Verticale Du 65 Boulevard Mortier,Jardiniere Verticale Du 65 Boulevard Mortier,Green Walls,Green Walls,17,0.0,3,0,0
1438,1438 - 23-02,23-02,Ring Road,Slope,108,0.0,394,1,0
1439,1439 - Jardinieres De La Rue D'Auteuil,Jardinieres De La Rue D'Auteuil,Street Decorations,Planter,62,0.0,46,0,0
1440,1440 - Jardinieres Des Rues Boy Zelinski - Georg Friedrich Haendel - Francis James,Jardinieres Des Rues Boy Zelinski - Georg Friedrich Haendel - Francis James,Street Decorations,Planter,910,0.0,1313,1,1
1441,1441 - Jardiniere Du Rond-Point Damesme,Jardiniere Du Rond-Point Damesme,Street Decorations,Planter,16,0.0,20,0,0
1442,1442 - Jardin De La Gare De Charonne,Jardin De La Gare De Charonne,Open Promenades,Garden,603,1.0,16416,1,1
1443,1443 - Cimetiere De La Villette,Cimetiere De La Villette,Cemeteries,Graveyard,589,1.0,13493,1,1
1444,1444 - 32-05,32-05,Ring Road,Slope,189,0.0,449,1,0
1445,1445 - Terrain De Boules Avenue Junot,Terrain De Boules Avenue Junot,Open Promenades,Boules Field,107,1.0,684,1,0
1446,1446 - Jardiniere Verticale Du Square De La Roquette 1,Jardiniere Verticale Du Square De La Roquette 1,Green Walls,Green Walls,,0.0,45,0,0
1447,1447 - Square Du Passage Moncey,Square Du Passage Moncey,Open Promenades,Public Garden,177,1.0,875,1,0
1448,1448 - Pelouse Place Du General Catroux-Est (Alexandre Dumas Fils),Pelouse Place Du General Catroux-Est (Alexandre Dumas Fils),Decorative Gardens,Lawn,106,1.0,515,1,0
1449,1449 - Square Jean Cherioux,Square Jean Cherioux,Open Promenades,Public Garden,335,1.0,4229,1,1
1450,1450 - 00-03,00-03,Ring Road,Slope,289,0.0,627,1,0
1451,1451 - Jardiniere De La Rue Pirandello,Jardiniere De La Rue Pirandello,Street Decorations,Planter,36,0.0,46,0,0
1452,1452 - Jardinieres De L'Avenue Lamoriciere,Jardinieres De L'Avenue Lamoriciere,Street Decorations,Planter,148,0.0,296,1,0
1453,1453 - Jardiniere De L'Avenue De La Porte D'Italie,Jardiniere De L'Avenue De La Porte D'Italie,Street Decorations,Planter,55,0.0,156,1,0
1454,1454 - Square De La Rue Leon Frapie,Square De La Rue Leon Frapie,Open Promenades,Public Garden,823,1.0,15169,1,1
1455,1455 - Decoration De L'Avenue De La Porte D'Italie,Decoration De L'Avenue De La Porte D'Italie,Street Decorations,Decoration,56,0.0,127,1,0
1456,1456 - Decoration De La Rue Nationale,Decoration De La Rue Nationale,Street Decorations,Decoration,74,0.0,247,1,0
1457,1457 - Jardinet De La Place De La Reine Astrid,Jardinet De La Place De La Reine Astrid,Decorative Gardens,Small Garden,68,1.0,282,1,0
1458,1458 - 35-00,35-00,Ring Road,Slope,256,0.0,2073,1,1
1459,1459 - 23-00,23-00,Ring Road,Slope,107,0.0,582,1,0
1460,1460 - Square Emily Dickinson,Square Emily Dickinson,Open Promenades,Public Garden,148,1.0,1207,1,1
1461,1461 - Jardinet De La Villa Des Tulipes,Jardinet De La Villa Des Tulipes,Decorative Gardens,Small Garden,46,1.0,127,1,0
1462,1462 - Jardin De La Place Du Trocadero Et Du Onze Novembre,Jardin De La Place Du Trocadero Et Du Onze Novembre,Open Promenades,Garden,235,1.0,2536,1,1
1463,1463 - 35-12,35-12,Ring Road,Slope,80,0.0,216,1,0
1464,1464 - Square De Jessaint,Square De Jessaint,Open Promenades,Public Garden,149,1.0,1102,1,1
1465,1465 - 13-00,13-00,Ring Road,Slope,220,0.0,2333,1,1
1466,1466 - 12-05,12-05,Ring Road,Slope,315,0.0,2418,1,1
1467,1467 - Square Henri Karcher,Square Henri Karcher,Open Promenades,Public Garden,236,1.0,2698,1,1
1468,1468 - Jardinieres Du Boulevard Gouvion-Saint-Cyr,Jardinieres Du Boulevard Gouvion-Saint-Cyr,Street Decorations,Planter,49,0.0,93,0,0
1469,1469 - Promenade Bernard Lafay - C2,Promenade Bernard Lafay - C2,Open Promenades,Promenade,1197,1.0,13616,1,1
1470,1470 - Square D'Anvers-Jean-Claude Carriere,Square D'Anvers-Jean-Claude Carriere,Open Promenades,Public Garden,352,1.0,3842,1,1
1471,1471 - Jardiniere De L  Avenue De La Porte D Italie Peripherique E70,Jardiniere De L  Avenue De La Porte D Italie Peripherique E70,Street Decorations,Planter,62,0.0,163,1,0
1472,1472 - Jardinet Madeleine De Scudery,Jardinet Madeleine De Scudery,Open Promenades,Small Garden,46,1.0,127,1,0
1473,1473 - Square Robert Montagne,Square Robert Montagne,Open Promenades,Public Garden,122,1.0,601,1,0
1474,1474 - Square Jean Allemane,Square Jean Allemane,Open Promenades,Public Garden,209,1.0,1149,1,1
1475,1475 - Square Du Cardinal Wyszinski,Square Du Cardinal Wyszinski,Open Promenades,Public Garden,443,0.0,7194,1,1
1476,1476 - Jardin Juan Miro,Jardin Juan Miro,Open Promenades,Garden,423,1.0,7205,1,1
1477,1477 - Jardin Atlantique,Jardin Atlantique,Open Promenades,Garden,677,1.0,26156,1,1
1478,1478 - Square Thomas Jefferson,Square Thomas Jefferson,Open Promenades,Public Garden,319,1.0,2564,1,1
1479,1479 - Jardiniere Verticale Du 2 Rue Fernand Leger,Jardiniere Verticale Du 2 Rue Fernand Leger,Green Walls,Green Walls,68,0.0,21,0,0
1480,1480 - Jardin Partage Du Square Boutroux,Jardin Partage Du Square Boutroux,"Temporary, Shared, Educational Spaces",Shared Garden,119,1.0,601,1,0
1481,1481 - Jardiniere De La Place Franz Liszt,Jardiniere De La Place Franz Liszt,Street Decorations,Planter,53,0.0,172,1,0
1482,1482 - Esplanade Gaston Monnerville,Esplanade Gaston Monnerville,Open Promenades,Esplanade,473,1.0,11126,1,1
1483,1483 - Square Saint-Eloi,Square Saint-Eloi,Open Promenades,Public Garden,554,1.0,10242,1,1
1484,1484 - Jardinet De La Porte Maillot Numero 51B,Jardinet De La Porte Maillot Numero 51B,Decorative Gardens,Small Garden,84,0.0,391,1,0
1485,1485 - Decoration Du Monument Frantz Reichel,Decoration Du Monument Frantz Reichel,Street Decorations,Decoration,23,0.0,23,0,0
1486,1486 - Jardiniere De La Rue Maurice Genevoix,Jardiniere De La Rue Maurice Genevoix,Street Decorations,Planter,75,0.0,72,0,0
1487,1487 - Jardiniere De La Rue Nicolai,Jardiniere De La Rue Nicolai,Street Decorations,Planter,23,0.0,30,0,0
1488,1488 - 18-02,18-02,Ring Road,Slope,330,0.0,1060,1,1
1489,1489 - 19-50,19-50,Ring Road,Slope,479,0.0,1327,1,1
1490,1490 - Jardin Des Rosiers-Joseph Migneret,Jardin Des Rosiers-Joseph Migneret,Open Promenades,Garden,285,1.0,2285,1,1
1491,1491 - Jardinieres De La Rue Edouard Quenu,Jardinieres De La Rue Edouard Quenu,Street Decorations,Planter,32,0.0,26,0,0
1492,1492 - Jardin Elisabeth Boselli,Jardin Elisabeth Boselli,Open Promenades,Garden,372,1.0,7355,1,1
1493,1493 - Jardiniere Verticale Du 1 Rue Watt,Jardiniere Verticale Du 1 Rue Watt,Green Walls,Green Walls,270,0.0,42,0,0
1494,1494 - Jardinet Du Monument Aux Morts De La Mairie Du Xiveme,Jardinet Du Monument Aux Morts De La Mairie Du Xiveme,Decorative Gardens,Small Garden,29,0.0,29,0,0
1495,1495 - Decoration De La Fontaine De La Place Edmond Rostand,Decoration De La Fontaine De La Place Edmond Rostand,Street Decorations,Decoration,62,0.0,306,1,0
1496,1496 - Jardinieres Angle Des Rues Monge - Square Adanson,Jardinieres Angle Des Rues Monge - Square Adanson,Street Decorations,Planter,38,0.0,38,0,0
1497,1497 - Jardiniere De La Rue Olivier Messiaen,Jardiniere De La Rue Olivier Messiaen,Street Decorations,Planter,26,0.0,39,0,0
1498,1498 - Jardiniere De La Rue D'Arcueil,Jardiniere De La Rue D'Arcueil,Street Decorations,Planter,11,0.0,7,0,0
1499,1499 - Jardinieres De La Rue Madeleine Marzin,Jardinieres De La Rue Madeleine Marzin,Street Decorations,Planter,109,0.0,104,1,0
1500,1500 - Cimetiere De Belleville,Cimetiere De Belleville,Cemeteries,Graveyard,592,1.0,16204,1,1
1501,1501 - Jardinieres De L'Avenue Maurice D'Ocagne,Jardinieres De L'Avenue Maurice D'Ocagne,Street Decorations,Planter,72,0.0,139,1,0
1502,1502 - Square Carnot,Square Carnot,Open Promenades,Public Garden,408,1.0,10254,1,1
1503,1503 - Espace Vert Du Stade De La Porte De La Chapelle,Espace Vert Du Stade De La Porte De La Chapelle,Sports Facilities,Green Space,502,1.0,15238,1,1
1504,1504 - Decoration De La Rue De La Bonne,Decoration De La Rue De La Bonne,Street Decorations,Decoration,77,0.0,89,0,0
